,Name,Age,Gender,Net_Worth,Region,Company
497,Philip Anschutz,56.0,male,2.2,North America,Circle A Drilling
506,Marvin Davis,70.0,male,2.2,North America,Davis Petroleum
1779,Romesh T. Wadhwani,66.0,male,2.2,North America,Symphony Technology Group
1777,Renata de Camargo Nascimento,63.0,female,2.2,Latin America,Grupo Camargo Correra
675,Steven Spielberg,54.0,male,2.1,North America,DreamWorks
674,Sergio Mantegazza,73.0,male,2.1,Europe,Globus
1825,Herbert Simon,79.0,male,2.1,North America,Simon Property Group
527,Kumar Birla,28.0,male,2.1,South Asia,Aditya Birla Group
542,Leonard Lauder,62.0,male,2.1,North America,Est?Lauder
673,Sammy Ofer,,male,2.1,Middle East/North Africa,Zodiac Maritime Agencies
528,Masahiro Ohga,,male,2.1,East Asia,
543,Ronald Lauder,59.0,male,2.1,North America,Est?Lauder
672,Louis Gonda,52.0,male,2.1,North America,ILFC
671,John Dorrance,57.0,male,2.1,Europe,Campbell Soup
670,Ernest Stempel,84.0,male,2.1,0,AIG
669,Edmund Wattis Littlefield,,male,2.1,North America,Utah Contstruction Company
668,Charles Johnson,68.0,male,2.1,North America,Franklin Resources
667,Adrian Swire,70.0,male,2.1,Europe,Swire
666,Adolf Merckle,66.0,male,2.1,Europe,Ratiopharm
665,Achille Maramotti,74.0,male,2.1,Europe,MaxMara
664,Abdullah Al Rajhi,,male,2.1,Middle East/North Africa,Al Rajhi bank
1823,Zhou Hongyi,43.0,male,2.1,East Asia,Qihoo
521,Funke family,,,2.1,Europe,
516,Anneliese Brost,75.0,female,2.1,Europe,Westdeutsche Allgemeine Zeitung
515,Stefan Schoerghuber,34.0,male,2.1,Europe,Schorghuber Group
514,Philippe Bouriez,,male,2.1,Europe,Cora
513,Roberto Marinho,,male,2.1,Latin America,Globo Organizations
1824,Zhu Gongshan,56.0,male,2.1,East Asia,GCL-Poly Energy Holdings
1802,Jerry Yang,45.0,male,2.1,North America,Yahoo!
1822,Zhang Li,61.0,male,2.1,East Asia,Guangzho R&F
1815,Sukanto Tanoto,64.0,male,2.1,East Asia,Royal Golden Eagle International
536,Lee Seng Wee,71.0,male,2.1,East Asia,Oversea-Chinese Banking Corporation
1803,Johnelle Hunt,82.0,female,2.1,North America,J.B. Hunt Transport Services
1804,Lee Bass,57.0,male,2.1,North America,Sid Richardson Gasoline Co
1805,Liu Zhongtian,50.0,male,2.1,East Asia,Zhongwang Holdings
1806,Malvinder and Shivinder Singh,,male,2.1,South Asia,Ranbaxy Laboratories
1807,Michael Jaharis,85.0,male,2.1,North America,Kos Pharmaceuticals
1808,Mustafa Rahmi Koc,83.0,male,2.1,Middle East/North Africa,Koc Holding
1809,N. Murray Edwards,54.0,male,2.1,North America,Canadian Natural Resources
1810,Raj Kumar & Kishin RK,59.0,male,2.1,East Asia,Royal Holdings/RB Capital
1811,Reinfried Pohl,85.0,male,2.1,Europe,Deutsche Verm?gensberatung?
1812,Richard Schulze,73.0,male,2.1,North America,Best Buy
1821,Vincent Lo,65.0,male,2.1,East Asia,Shui On Group
556,Ted Turner,57.0,male,2.1,North America,CNN
558,Michel Fribourg,,male,2.1,North America,Continental Grain Company
1813,Sandro Veronesi,54.0,male,2.1,Europe,Calzedonia Group
1801,James Coulter,54.0,male,2.1,North America,TPG Capital
1800,Ihor Kolomoyskyy,51.0,male,2.1,Europe,Privatbank
1799,Igor Makarov,51.0,male,2.1,Europe,Itera
1790,B. Wayne Hughes,80.0,male,2.1,North America,Public Storage
541,Thaksin Shinawatra,,male,2.1,East Asia,Advanced Info Service
537,Jeffrey Koo Sr,,male,2.1,East Asia,Koos Group
1786,Alexander Dzhaparidze,58.0,male,2.1,Europe,Petroalliance
1787,Alexander Knaster,55.0,male,2.1,North America,Pamplona Capital Management
1788,Alicia Koplowitz,59.0,female,2.1,Europe,Construcciones y Contratas
1789,Antonio Luiz Seabra,71.0,male,2.1,Latin America,Natura Cosmeticos
1791,Charles Bronfman,82.0,male,2.1,North America,Seagrams
1798,Howard Schultz,60.0,male,2.1,North America,Starbucks
1792,David Hains,83.0,male,2.1,North America,Portland House Group
1793,David Penaloza Sandoval,67.0,male,2.1,Latin America,Pinfra
1794,Edward Bass,69.0,male,2.1,North America,Sid Richardson Gasoline Co
1795,Ferit Sahenk,49.0,male,2.1,Middle East/North Africa,Dogus Holding
1796,Gerald J. Ford,69.0,male,2.1,North America,Golden State Bancorp
1797,Helena Revoredo,67.0,female,2.1,Europe,Prosegur
1814,"Stephen Mandel, Jr.",57.0,male,2.1,North America,Lone Pine Capital
529,Ryoichi Jinnai,69.0,male,2.1,East Asia,Promise Consumer Finance
1819,Thomas Bruch,63.0,male,2.1,Europe,Globus & Co.
1820,Tom Golisano,72.0,male,2.1,North America,Paychex
1816,Sylvia Stroher,58.0,female,2.1,Europe,Wella AG
1818,Taizo Son,,male,2.1,East Asia,GungHo Online Entertainment
1817,T.Y. Tsai,,male,2.1,East Asia,Cathay Financial
1879,Vyacheslav Kantor,60.0,male,2.0,Europe,Acron Group
1836,Carlo Fidani,59.0,male,2.0,North America,Orlando Corp
1882,Alex Beard,46.0,male,2.0,Europe,Glencore Xstrata
1881,William Fisher,56.0,male,2.0,North America,The Gap
1880,Wang Wenxue,46.0,male,2.0,East Asia,China Fortune Land Development
1877,Thomas Siebel,61.0,male,2.0,North America,Siebel Systems
1878,Tsai Hong-tu,61.0,male,2.0,East Asia,Cathay Life Insurance
1834,Cai Dongqing,44.0,male,2.0,East Asia,Guangdong Alpha Animation and Culture Co
1876,Sun Weijie,50.0,male,2.0,East Asia,Yantai Jereh Oilfield Services Group
1875,Sit Kwong Lam,46.0,male,2.0,East Asia,Shenzhen Brightoil Group
1874,Shin Chang-Jae,60.0,male,2.0,East Asia,Kyobo Life Insurance
1873,Shen Guojun,51.0,male,2.0,East Asia,Intime Retail
1837,Carlos Hank Rhon,66.0,male,2.0,Latin America,Grupo Financiero Interacciones
1835,Carl Bennet,62.0,male,2.0,Europe,Carl Bennet AB
1857,John Farber,88.0,male,2.0,North America,ICC Industries
1833,Bruce Karsh,58.0,male,2.0,North America,Oaktree Capital Management
1839,Chanchai Ruayrungruang,60.0,male,2.0,East Asia,Reignwood Group
1832,Brad Kelley,57.0,male,2.0,North America,Commonwealth Brands
1831,Bennett Dorrance,68.0,male,2.0,North America,Campbell Soup
1830,Benjamin de Rothschild,50.0,male,2.0,Europe,Edmond de Rothschild Group
1829,Bachtiar Karim,57.0,male,2.0,East Asia,Musim Mas
1828,Arne Wilhelmsen,83.0,male,2.0,Europe,Royal Caribbean Cruises
1827,Alexei Ananyev,49.0,male,2.0,Europe,Technoserv
1826,Alec Gores,60.0,male,2.0,North America,The Gores Group
1883,Henry Samueli,59.0,male,2.0,North America,Broadcom Corporation
1884,Nevaldo Rocha,84.0,male,2.0,Latin America,Riachuelo
1885,S. Daniel Abraham,89.0,male,2.0,North America,Slim-Fast
1886,Shin Dong-Bin,59.0,male,2.0,East Asia,Lotte Group
1887,Wu Yiling,64.0,male,2.0,East Asia,Yiling Pharmaceuticals
1838,Catherine Lozick,69.0,female,2.0,North America,Swagelok
1841,Daniel Pritzker,55.0,male,2.0,North America,Hyatt
1840,Clayton Mathile,73.0,male,2.0,North America,Iams
1858,John Pritzker,61.0,male,2.0,North America,Hyatt
1859,Jorge Perez,64.0,male,2.0,North America,The Related Companies
1860,Jose and Francisco Jose Calderon Rojas,59.0,male,2.0,Latin America,FEMSA
1861,Li Sze Lim,57.0,male,2.0,East Asia,Guangzho R&F
1862,Matt & Dan Walsh,,male,2.0,North America,Walsh Group
1863,Meg Whitman,57.0,female,2.0,North America,Hewlett-Packard
1856,Jim Breyer,52.0,male,2.0,North America,Breyer Capital
1855,James Dinan,54.0,male,2.0,North America,York Capital management
1864,Nicolas Berggruen,52.0,male,2.0,North America,Alpha Investment Management
1865,Nicolas Puech,71.0,male,2.0,Europe,Hermes
1854,Howard Marks,67.0,male,2.0,North America,Oaktree Capital Management
621,Ray Hunt,53.0,male,2.0,North America,Hunt Oil. Co
1853,Heloise Waislitz,51.0,female,2.0,North America,Visy Industries
1852,Guy Laliberte,54.0,male,2.0,North America,Cirque du Soleil
1851,Gordon Getty,80.0,male,2.0,North America,Getty 
1850,Georg von Opel,47.0,male,2.0,Europe,Opel
1849,Florentino Perez,66.0,male,2.0,Europe,Actividades de Construccion y Servicios
1848,Fiona Geminder,49.0,female,2.0,North America,Visy Industries
1847,Erwin Franz Mueller,81.0,male,2.0,Europe,Mueller
1846,"Drayton McLane, Jr.",77.0,male,2.0,North America,McLane Company
1844,Dmitry Ananyev,45.0,male,2.0,Europe,Technoserv
1866,Noam Gottesman,52.0,male,2.0,North America,GLG Partners
1867,Or Wai Sheun,62.0,male,2.0,East Asia,Kowloon Development
1868,Robert Fisher,60.0,male,2.0,North America,The Gap
1869,Robert McNair,77.0,male,2.0,North America,Cogen Technologies
1870,Ron Baron,70.0,male,2.0,North America,Baron Capital Group
1871,Roustam Tariko,51.0,male,2.0,Europe,Russian Standard Vodka
1872,Sam Goi,65.0,male,2.0,East Asia,Tee Yih Jia Food Manufacturing
1843,Dermot Desmond,63.0,male,2.0,Europe,International Investment and Underwriting
1842,Dean White,90.0,male,2.0,North America,Whiteco Industries
1845,Dmitry Pumpyansky,49.0,male,2.0,Europe,TMK Pipes
619,James Goodnight,53.0,male,2.0,North America,SAS institute
585,Emilio Azcarraga Jean,28.0,male,2.0,Latin America,Grupo Televisa
699,Ayhan Sahenk,,male,2.0,Middle East/North Africa,Dogus Holding
713,Robert Naify,79.0,male,2.0,North America,
712,Richard Li,34.0,male,2.0,East Asia,Cheung king
711,Richard Egan,65.0,male,2.0,North America,EMC Corporation
710,Peter Kellogg,58.0,male,2.0,North America,"Spear, Leeds & Kellogg"
709,Patrick McGovern,63.0,male,2.0,North America,International Data Goup
708,John Morgridge,67.0,male,2.0,North America,Cisco Systems
707,John Menard,61.0,male,2.0,North America,Menards
706,Jeffrey Bezos,37.0,male,2.0,North America,Amazon
705,Hugo Mann,87.0,male,2.0,Europe,Mann Mobilia
704,Hubert Burda,61.0,male,2.0,Europe,Hubert Burda Media
703,Georg Thyssen-Bornemisza,,male,2.0,Europe,TBG (Thyssen-Bornemisza Group) Holdings
702,Gary Winnick,,male,2.0,North America,Global Crossing limited
701,Fayez Sarofim,72.0,male,2.0,North America,Fayez Sarofim & Co
698,Antonio Champalimaud,82.0,male,2.0,Europe,Maceira Liz
580,Luciano Benetton,60.0,male,2.0,Europe,Benetton Group
586,John Gokongwei,,male,2.0,East Asia,JG Summit Holdings
593,Henry Sy,71.0,male,2.0,East Asia,SM Malls
594,Manuel Villar,,male,2.0,East Asia,C&P Homes
606,Emilio Botin,61.0,male,2.0,Europe,Grupo Santander
607,Thomas Schmidheiny,50.0,male,2.0,Europe,Holcim
608,George Lucas,51.0,male,2.0,North America,Lucasfilm
609,Charles Koch,60.0,male,2.0,North America,Koch industries
640,Preston Tisch,69.0,male,2.0,North America,Loews Corporation
626,Laurence Tisch,,male,2.0,North America,Loews Corporation
613,David Koch,55.0,male,2.0,North America,Koch industries
614,Lester Crown,70.0,male,2.0,North America,General Dynamics
615,Donald Bren,63.0,male,2.0,North America,Irvine Company
618,Martha Ingram,60.0,female,2.0,North America,Ingram Industries
714,Theodore Waitt,38.0,male,2.0,North America,Gateway
700,Edward Gaylord,,male,2.0,North America,Gaylord Entertainment Company
579,Theodore Arison,,female,2.0,Middle East/North Africa,Carnival Corporation
572,Peter Woo,50.0,male,2.0,East Asia,Worldwide Shipping Group
570,Alfred von Oppenheim,,male,2.0,Europe,?Sal. Oppenheim
569,Verspieren family,,,2.0,Europe,Verspieren
568,Jacques Servier,,male,2.0,Europe,Laboratories Servier
567,Alain Wertheimer,,male,2.0,Europe,Chanel
562,Dirce Navarro Camargo,,female,2.0,Latin America,Camargo Correa Group
561,Roberto Rocca,,male,2.0,Latin America,Techint
578,Djuhar Sutanto,,male,2.0,East Asia,Salim Group
1893,Daniel Roullier,77.0,male,1.9,Europe,Groupe Roullier
1897,Eduardo Eurnekian,81.0,male,1.9,Latin America,Corporacion America
1896,Dulce Pugliese de Godoy Bueno,66.0,female,1.9,Latin America,Amil
1895,Donald Sterling,78.0,male,1.9,North America,Lesser Towers
1894,David Gottesman,87.0,male,1.9,North America,First Manhattan
1889,Andrei Klyamko,52.0,male,1.9,Europe,Smart-Holding
1892,Chandru Raheja,73.0,male,1.9,South Asia,K. Raheja Corp
1891,Bob Parsons,63.0,male,1.9,North America,Go Daddy
1890,Andrei Kozitsyn,53.0,male,1.9,Europe,Urals mining and Metals Company
1900,Fu Meicheng,56.0,male,1.9,East Asia,Zhejiang Huace Film & TV
1888,Alvaro Saieh Bendeck,64.0,male,1.9,Latin America,Corpbanca
1898,Fayez Sarofim,85.0,male,1.9,North America,Fayez Sarofim & Co
1904,John Kapoor,70.0,male,1.9,North America,INSYS Thereputics
1901,Hans Melchers,75.0,male,1.9,Europe,HAL Investments
1902,Ian Wood,71.0,male,1.9,Europe,Wood Group
1903,John Arrillaga,76.0,male,1.9,North America,
769,Terence Matthews,,male,1.9,North America,Mitel
1905,Jonathan Harmsworth,46.0,male,1.9,Europe,Associated Newspapers
1906,Lev Kvetnoi,48.0,male,1.9,Europe,Vnukovo Airport
1907,Liao Long-Shing,,male,1.9,East Asia,Chang Chun Group
1908,Lirio Parisotto,60.0,male,1.9,Latin America,Geracao Futuro L Par
1909,Michael Klein,63.0,male,1.9,Latin America,Casas Bahia
1910,Mikhail Balakin,52.0,male,1.9,Europe,SU-155
1911,Miloud Chaabi,85.0,male,1.9,Middle East/North Africa,Ynna Holding
1912,Mo Tianquan,50.0,male,1.9,East Asia,SouFun Holdings
770,Yasuyuki Nambu,,male,1.9,East Asia,Pasona Inc
641,Shoji Uehara,,male,1.9,East Asia,Taisho Pharmaceutical
768,Stefan Schoerghuber,,male,1.9,Europe,Schorghuber Group
760,Leona Helmsley,81.0,female,1.9,North America,Helmsley hotels
750,Abdul Aziz Al Ghurair,47.0,male,1.9,Middle East/North Africa,Al-Ghurair Group
751,Akihiko Otsuka,,male,1.9,East Asia,Otsuka Holdings
752,Alberto Bailleres Gonzalez,68.0,male,1.9,Latin America,Penoles
753,Arthur Blank,58.0,male,1.9,North America,Home Depot
754,Glen Taylor,59.0,male,1.9,North America,Taylor Corporation
755,Jim Pattison,72.0,male,1.9,North America,Jim Pattison Group
1914,Norman Braman,81.0,male,1.9,North America,Braman Enterprises
756,John Hargreaves,57.0,male,1.9,Europe,Matalan
757,John Jahr,,male,1.9,Europe,
758,Khalid Bin Mahfouz,54.0,male,1.9,Middle East/North Africa,National Comercial bank of Saudi Arabia
759,Kjeld Kirk Kristiansen,53.0,male,1.9,Europe,Lego
658,John Simplot,87.0,male,1.9,North America,J.R. Simplot Company
767,Sam Zell,59.0,male,1.9,North America,Equity Group Investments
657,William Wrigley,32.0,male,1.9,North America,Wm Wrigley Jr. Company
761,Lowry Mays,,male,1.9,North America,Clear Channel Communications
648,David Geffen,53.0,male,1.9,North America,Asylum Records/Geffen Records/Dreamworks
647,Mary Alice Dorrance Malone,46.0,female,1.9,North America,Campbell Soup
646,Sid Bass,53.0,male,1.9,North America,Sid Richardson Gasoline Co
762,Masao Morita,,male,1.9,East Asia,Sony
763,Michael Krasny,47.0,male,1.9,North America,CDW Corporation
764,Paolo Bulgari,,male,1.9,Europe,Bulgari
642,Chaijudh Karnasuta,,male,1.9,East Asia,Italian-Thai development
765,Richard Rainwater,56.0,male,1.9,North America,ENSCO International
766,Robert Fisher,47.0,male,1.9,North America,The Gap
1913,Mohamed Al Fayed,85.0,male,1.9,Middle East/North Africa,House of Fraser
1899,Fritz Draexlmaier,,male,1.9,Europe,Draxlmaier Group
1915,Pat Stryker,57.0,female,1.9,North America,Stryker Corporation
1930,Ajay Kalsi,53.0,male,1.9,South Asia,Indusgas
1916,Richard Li,47.0,male,1.9,East Asia,Cheung Kong
1944,Theodore Rachmat,70.0,male,1.9,East Asia,Triputra Group
1943,Tahir family,61.0,male,1.9,East Asia,Mayapada Group
1942,Suna Kirac,72.0,female,1.9,Middle East/North Africa,Koc Holding
1941,Sun Piaoyang,55.0,male,1.9,East Asia,Jiangsu Hengrui Medicine
1939,Rahul Bajaj,75.0,male,1.9,South Asia,Bajaj Group
1938,Mitchell Goldhar,52.0,male,1.9,North America,SmartCenters
1937,Marc Ladreit de Lacharriere,73.0,male,1.9,Europe,FIMALAC
1936,Li Zhongchu,50.0,male,1.9,East Asia,Beijing Shiji Information Technology
1935,Li Shufu,50.0,male,1.9,East Asia,Geely Automobile
1934,Kavitark Ram Shriram,57.0,male,1.9,North America,Google
1933,Hans-Werner Hector,74.0,male,1.9,Europe,SAP AG
1932,Diego Della Valle,60.0,male,1.9,Europe,Tod's
1931,Ayman Asfari,55.0,male,1.9,Europe,Petrofac
1940,Stewart Rahr,68.0,male,1.9,North America,Kinray Inc
1929,Wolfgang Leitner,60.0,male,1.9,Europe,Andritz AG
1923,Sulaiman Al Rajhi,94.0,male,1.9,Middle East/North Africa,Al Rajhi bank
1917,Robert Duggan,69.0,male,1.9,North America,Pharmacyclics
1918,Ronald Southern,83.0,male,1.9,North America,ATCO
1919,Rubens Ometto Silveira Mello,64.0,male,1.9,Latin America,Cosan
1921,Song Zuowen,66.0,male,1.9,East Asia,Nanshan Group
1922,Subhash Chandra,63.0,male,1.9,South Asia,Essel Group
1920,Sid Bass,71.0,male,1.9,North America,Sid Richardson Gasoline Co
1924,Tseng Shin-Yi,86.0,male,1.9,East Asia,Chang Chun Group
1925,Wei Ing-Chou,61.0,male,1.9,East Asia,Tingyi
1926,Wei Yin-Chun,57.0,male,1.9,East Asia,Tingyi
1927,Wei Ying-Chiao,59.0,male,1.9,East Asia,Tingyi
1928,Wei Yin-Heng,55.0,male,1.9,East Asia,Tingyi
2001,Marian Ilitch,,female,1.8,North America,Little Ceasers Pizza
1992,Zhu Xingliang,54.0,male,1.8,East Asia,Suzhou Gold Mantis
2000,Lynda Resnick,,female,1.8,North America,"Teleflora, Pistachios, POM, Fij"
1999,Judy Love,,female,1.8,North America,Love's Travel Stops & Country Stores
1998,John Brown,79.0,male,1.8,North America,Stryker Corporation
1997,Jayme Garfinkel,67.0,male,1.8,Latin America,Porto Seguro Seguros
1996,Gerald Schwartz,72.0,male,1.8,North America,Onex Corporation
1995,David Nahmad,66.0,male,1.8,Europe,
1994,Bill Adderley,66.0,male,1.8,Europe,Dunelm
1993,Alain Bouchard,64.0,male,1.8,North America,Alimentation Couche-Tard
1986,Tiong Hiew King,78.0,male,1.8,East Asia,Rimbunan Hijau Group
1991,Zhang Zhirong,45.0,male,1.8,East Asia,China Rongsheng
1990,Yuri Milner,52.0,male,1.8,Europe,Digital Sky Technologies (Mail.ru)
1989,Yasseen Mansour,52.0,male,1.8,Middle East/North Africa,Mansour Group
1988,Wu Guangming,52.0,male,1.8,East Asia,Jiangsu Yuyue Medical Equipment and Supply
1987,Tsai Cheng-da,,male,1.8,East Asia,Cathay Life Insurance
1982,Sunny Varkey,56.0,male,1.8,South Asia,GEMS Education
1985,Timur Kulibaev,47.0,male,1.8,South Asia,Halyk Bank
1984,Thomas Meyer,,male,1.8,Europe,Desigual
1983,Susan Hirt Hagen,77.0,female,1.8,North America,Erie Indemnity
2003,Michael Ilitch,,male,1.8,North America,Little Ceasers Pizza
2002,Michael Hintze,60.0,male,1.8,North America,CQS
825,Juan and Carlos March,,male,1.8,Europe,Acciona Trasmediterranea
2004,Murdaya Poo,73.0,male,1.8,East Asia,Central Cipta Murdaya
2005,Prasert Prasarttong-Osoth,80.0,male,1.8,East Asia,Bangkok Dusit Medical Services
833,Richard Farmer,66.0,male,1.8,North America,Cintas Corporation
832,Richard Branson,50.0,male,1.8,Europe,Virgin Group
831,Mary Alice Dorrance Malone,51.0,female,1.8,North America,Campbell Soup
830,Maria Asuncion Aramburuzabala,37.0,female,1.8,Latin America,Grupo Modelo
829,Leslie Gonda,81.0,male,1.8,North America,ILFC
828,Lakshmi Mittal,50.0,male,1.8,Europe,ArcelorMittal
827,Kenichi Mabuchi,48.0,male,1.8,East Asia,Mabuchi Motor Company
826,Julio Bozano,65.0,male,1.8,Latin America,Banco Bozano Simonsen
1980,Ronald Wanek,72.0,male,1.8,North America,Ashley Furniture
824,John Fisher,39.0,male,1.8,North America,The Gap
823,Jeronimo Arango,75.0,male,1.8,Latin America,Aurrera
822,Irwin Jacobs,67.0,male,1.8,North America,Qualcomm
821,Herbert Allen,61.0,male,1.8,North America,Allen & Company
820,Donald Hall,72.0,male,1.8,North America,Hallmark Cards
819,Daniel Abraham,,male,1.8,North America,Slim-Fast
818,Charles Butt,62.0,male,1.8,North America,H-E-B supermarket
817,Carl Pohlad,85.0,male,1.8,North America,Marquette Bank
816,Blase Golisano,59.0,male,1.8,North America,Paychex
2008,Tom Love,,male,1.8,North America,Love's Travel Stops & Country Stores
2007,Stewart Resnick,,male,1.8,North America,"Teleflora, Pistachios, POM, Fij"
2006,Shin Dong-Joo,60.0,male,1.8,East Asia,Lotte Group
1981,Stanley Perron,91.0,male,1.8,North America,Hancock Prospecting
1964,Irwin Jacobs,80.0,male,1.8,North America,Qualcomm
1978,Rishad Naoroji,62.0,male,1.8,South Asia,Godrej Group
1954,Dinara Kulibaeva,46.0,female,1.8,South Asia,Halyk Bank
677,Teh Hong Piow,56.0,male,1.8,East Asia,Public Bank
676,Edmond Safra,,male,1.8,Middle East/North Africa,Banco Safra (now Saftra Group)
663,Lorenzo Rossi di Montelera,,male,1.8,Europe,Martini & Rossi
662,Lee Hon Chiu,,male,1.8,East Asia,Hysan Development
661,Hugo Mann,82.0,male,1.8,Europe,Mann Mobilia
660,Hasso Plattner,52.0,male,1.8,Europe,SAP AG
659,Kerry Packer,58.0,male,1.8,North America,Consolidated Press Holdings Limited
1956,Eric Lefkofsky,44.0,male,1.8,North America,Groupon
1955,Elisabeth Badinter,70.0,female,1.8,Europe,Publicis Groupe
1953,David Chow,64.0,male,1.8,East Asia,Macau Legend
682,Huang Shi-hui,,male,1.8,East Asia,Chinfon Group
1952,Craig McCaw,64.0,male,1.8,North America,McCaw Cellular
1951,Chu Lam Yiu,44.0,female,1.8,East Asia,Huabao International Holdings
1950,Chen Jinxia,45.0,female,1.8,East Asia,Hunan Yongjin Group
1949,Che Fengsheng,51.0,male,1.8,East Asia,Sihuan Pharmaceutical
1948,Chao Teng-Hsiung,70.0,male,1.8,East Asia,Farglory Land
1947,Carlos Rodriguez-Pastor,54.0,male,1.8,Latin America,Interbank Group
1946,Arthur Blank,71.0,male,1.8,North America,Home Depot
1945,Aras Agalarov,58.0,male,1.8,Europe,Crocus International
835,Vladimir Potanin,40.0,male,1.8,Europe,Interros
681,Alberto Bailleres Gonzalez,63.0,male,1.8,Latin America,Penoles
683,Moores family,,,1.8,Europe,Littlewoods
1977,Ravi Pillai,60.0,male,1.8,South Asia,RP Group
1967,Jonathan Nelson,57.0,male,1.8,North America,Providence Equity Partners
1976,Polys Haji-Ioannou,55.0,male,1.8,Europe,EasyJet
1975,Nikolai Tsvetkov,53.0,male,1.8,Europe,Financial Corporation Uralsib
1974,Neal Patterson,64.0,male,1.8,North America,Cerner Corporation
1973,M.A. Yusuff Ali,58.0,male,1.8,South Asia,EMKE Group (Lulu Hypermarket)
1972,Lutz Mario Helmig,67.0,male,1.8,Europe,Helios Hospital Group
1971,Liu Baolin,60.0,male,1.8,East Asia,Jointown Pharmaceutical Group
1970,Linda Pritzker,60.0,female,1.8,North America,Hyatt
1969,Lim Oon Kuin,70.0,male,1.8,East Asia,Hin Leong Trading
1968,Kenneth Feld,65.0,male,1.8,North America,Feld Entertainment
1966,Jennifer Pritzker,62.0,female,1.8,North America,Hyatt
1957,Filiz Sahenk,47.0,female,1.8,Middle East/North Africa,Dogus Holding
1965,Jaime Botin,77.0,male,1.8,Europe,Banco Santander
1963,"H. Ross Perot, Jr.",55.0,male,1.8,North America,Electronic Data Systems
1962,Guenther Lehmann,,male,1.8,Europe,Drogeriemarkt
1961,Glenn Dubin,56.0,male,1.8,North America,Highbridge Capital Management
1960,Glen Taylor,72.0,male,1.8,North America,Taylor Corporation
692,Stanley Hubbard,62.0,male,1.8,North America,Hubbard Broadcasting Inc
691,Bennett Dorrance,63.0,male,1.8,North America,Campbell Soup
1959,Gil Shwed,46.0,male,1.8,Middle East/North Africa,Check Point
1958,Gary Magness,60.0,male,1.8,North America,TCI
834,Ronald Burkle,48.0,male,1.8,North America,Yucaipa Companies
1979,Roberto Hernandez Ramirez,71.0,male,1.8,Latin America,Banamex
2042,August Oetker,69.0,male,1.7,Europe,Oetker-Gruppe
2039,Wang Junmin,45.0,male,1.7,East Asia,Haisco Pharmaceutical Group
2015,Gabriel Escarrer,79.0,male,1.7,Europe,Melia Hotels International
2014,Chung Mong-Joon,62.0,male,1.7,East Asia,Hyundai
2013,Boris Rotenberg,57.0,male,1.7,Europe,"SGM Group, Mostotrest, TPS Avia"
2012,Arkady Volozh,50.0,male,1.7,Europe,Yandex
2011,Andrei Kosogov,52.0,male,1.7,Europe,Alfa Group
2010,Alijan Ibragimov,60.0,male,1.7,South Asia,Eurasion natural Resources Corporation
2009,Alexander Machkevich,60.0,male,1.7,Middle East/North Africa,Eurasion natural Resources Corporation
2038,Tony Tan Caktiong,61.0,male,1.7,East Asia,Jollibee
876,Donald Trump,55.0,male,1.7,North America,The Trump Organization
2037,Thomas Secunda,59.0,male,1.7,North America,Bloomberg
2036,Shao Genhuo,48.0,male,1.7,East Asia,DBN Group
874,Clayton Mathile,60.0,male,1.7,North America,Iams
873,Andre Kudelski,,male,1.7,Europe,Kudelski Group
2035,Rolf Gerling,59.0,male,1.7,Europe,Gerling Konzern
2034,Ralph Sonnenberg,79.0,male,1.7,Europe,Hunter Douglas Group
731,Micky Arison,46.0,male,1.7,North America,Carnival Corporation
2016,Gavril Yushvaev,56.0,male,1.7,Europe,Wimm-Bill-Dann
877,Eugene Melnyk,,male,1.7,North America,Biovail Corporation
2032,Peter Peterson,87.0,male,1.7,North America,Blackstone Group
887,Rachman Halim,53.0,male,1.7,East Asia,Gudang Garam
2040,Zhang Hongwei,59.0,male,1.7,East Asia,United Energy Group
2041,Alfred Oetker,47.0,male,1.7,Europe,Oetker-Gruppe
892,Scott McNealy,,male,1.7,North America,Sun Microsystems
891,Rupert Johnson,60.0,male,1.7,North America,Franklin Resources
890,Roger Sant,,male,1.7,North America,AES
889,Robert Rich Sr,87.0,male,1.7,North America,Rich Products
888,Richard Peery,60.0,male,1.7,North America,
886,Michele Ferrero,74.0,male,1.7,Europe,Ferrero spa
878,Giorgio Armani,66.0,male,1.7,Europe,Armani
885,Lawrence Flinn Jr,,male,1.7,North America,UVSG
884,Kumar Birla,33.0,male,1.7,South Asia,Aditya Birla Group
883,Kenneth Morrison,69.0,male,1.7,Europe,Morrisons
882,John Arrillaga,63.0,male,1.7,North America,
881,Jess Jackson,71.0,male,1.7,North America,Kendall-Jackson
880,James Jannard,51.0,male,1.7,North America,"Oakley, Inc"
879,Gregorio Perez Companc,66.0,male,1.7,Latin America,Petrolera Perez Companc
2033,Pier Luigi Loro Piana,62.0,male,1.7,Europe,Loro Piana
875,Clemmie Spangler Jr,68.0,male,1.7,North America,Bank of North Carolina
2025,Lee Joong-Keun,73.0,male,1.7,East Asia,Booyoung Group
2054,Vladimir Kim,53.0,male,1.7,South Asia,Kazkhmys
721,Piya Bhirombhakdi,,male,1.7,East Asia,Boon Rawd Brewery
2028,Marc Lasry,53.0,male,1.7,North America,Avenue Capital Group
2027,Lin Xiucheng,58.0,male,1.7,East Asia,San'an Electronics
2026,Lee Myung-Hee,70.0,female,1.7,East Asia,Shinsegae Group
